0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
180, 180, 180
180, 180, 180
180, 180, 180
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
180, 180, 180
0, 0, 0
